run,time,timesteps,X:VCD,X:Glc,X:Lac,X:Titer,W:Feed
46,9,9.0,10.520866257083032,49.53852948905152,146.63986274564618,1208.9999155922717,0.0
46,10,10.0,8.27961915944311,40.47200104895845,159.29214245571052,1373.4060550266352,0.0
46,11,11.0,6.467422789957415,33.3616915595214,169.21694855690444,1505.043116798952,0.0
46,12,12.0,5.007659365321414,27.83277789229457,176.93654779895664,1608.756647966356,0.0
46,13,13.0,3.847656521493039,23.569360359584245,182.8910817568976,1689.3747441247992,0.0
46,14,14.0,2.9379087226288005,20.30478711205175,187.45209020865843,1751.382462301726,0.0
49,0,0.0,0.5459183673469388,67.9591836734694,0.0,0.0,0.0
49,1,1.0,1.4612526535185737,67.28240628318157,1.1989647818124811,0.0284541274614131,0.0
49,2,2.0,3.5588105560735417,65.55626871848547,4.2569952563834015,0.5820223432530234,17.653061224489797
49,3,3.0,7.106884653233597,78.68757982143282,10.99072061373146,6.243765512138137,17.653061224489797
49,4,4.0,10.320064695094043,89.91745708231556,22.36820286043155,33.54192272798116,17.653061224489797
49,5,5.0,10.863672285246889,99.71371990057854,36.28419488988094,95.7967587677016,17.653061224489797
49,6,6.0,9.049290698641858,110.06098058358664,49.22362252143591,176.9765461921374,17.653061224489797
49,7,7.0,6.52501914594416,122.07060389155308,59.218358350677285,252.0034454564192,17.653061224489797
49,8,8.0,4.329889270118319,135.8251542778384,66.12246730151067,309.1011638220337,17.653061224489797
49,9,9.0,2.7411300342703435,150.95258727079258,70.59507970313997,348.13441142469685,0.0
49,10,10.0,1.6892374665766086,157.12109745450894,73.38815516459402,373.2674247500301,0.0
49,11,11.0,1.024806199587152,156.15677047550912,75.09582432997499,388.9065408698552,0.0
49,12,12.0,0.6159936416061322,155.5744139832062,76.12708408346579,398.44813971650825,0.0
49,13,13.0,0.3682493960337067,155.2253247278377,76.74526512429902,404.2023419943497,0.0
49,14,14.0,0.2194372578287619,155.01697465590297,77.1142199455744,407.6489052838648,0.0
